Chromosome	Position	3142	ARI	ARI.MG	B41	B73	BLANK	CAST	COUG	GT1	M7741	ME49	P89	PRU	RAY	RH-88	ROD	SOU	TGGOATUS21	TGSHUS28	TGSK	VEG
@TGME49_CHRXI	50000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	55000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	60000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	65000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	70000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	75000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	80000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	85000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	90000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	95000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	100000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	105000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	110000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	115000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	120000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	125000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	130000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	135000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	140000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	145000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	150000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	155000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	160000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	165000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	170000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	175000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	180000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	185000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	190000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	195000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	200000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	205000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	210000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	215000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	220000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	225000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	230000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	235000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	240000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	245000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	250000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	255000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	260000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	265000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	270000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	275000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	280000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	285000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	290000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	295000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	300000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	305000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	310000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	315000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	320000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	325000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	330000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	335000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	340000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	345000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	350000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	355000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	360000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	365000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	370000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	375000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	380000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#FFBF00	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	385000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#FFBF00	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	390000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#FFBF00	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	395000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#FFBF00	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	400000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#FFBF00	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	405000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#FFBF00	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	410000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#FFBF00	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXI	415000	#FFBF00	#FFBF00	#FFBF00	#00FF3F	#00FF3F	#003FFF	#FF00BF	#FFBF00	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FFBF00	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#FF00BF	#FFBF00	#FF00BF
@TGME49_CHRXII	0	#FF00BF	#FF00BF	#FF00BF	#00FF3F	#00FF3F	#003FFF	#FFBF00	#FF00BF	#FFBF00	#FFBF00	#00FF3F	#FF00BF	#00FF3F	#FF00BF	#FF00BF	#FFBF00	#FF00BF	#00FF3F	#FFBF00	#FF00BF	#FFBF00
